timestamp,ticker,open,high,low,close,volume,bu,sd,fb,fs,fn,volume_ma_20,liquidity_score
10/26/2018,HPG,10424.083,10503.656,10317.986,10317.986,5147210,2288607.8,2475186.5,57318605000,53327050000,3991555000,6432820,0.800148302
10/29/2018,HPG,10251.675,10317.986,10238.413,10304.724,4460930,1983466.6,2145168.5,21967968000,43320515000,-21352546000,6315060.5,0.706395449
10/30/2018,HPG,10238.413,10437.346,10238.413,10264.9375,2685010,1193838,1291165.5,8745658000,9731476000,-985818000,5919207.5,0.45360971
10/31/2018,HPG,10371.035,10676.065,10357.772,10676.065,4239400,1884967.6,2038639.4,1.73491E+11,1.07231E+11,66260310000,5881529.5,0.720798901
11/1/2018,HPG,10583.2295,10596.492,10450.607,10503.656,2241010,996421.94,1077655.1,13650713000,14036918000,-386205000,5398256.5,0.415135887
11/2/2018,HPG,10609.754,10649.541,10556.705,10609.754,3595700,1598758.8,1729097.5,39341613000,37616186000,1725426000,5275628,0.681568147
11/5/2018,HPG,10503.656,10609.754,10477.132,10609.754,2233570,993113.94,1074077.4,1.15147E+11,14458523000,1.00688E+11,5200259.5,0.429511258
11/6/2018,HPG,10636.278,10649.541,10503.656,10503.656,1700170,755947.9,817576.44,7107323000,5655606000,1451717000,5099851,0.333376406
11/7/2018,HPG,10503.656,10556.705,10384.297,10384.297,2813620,1251022,1353011.4,75173675000,55961098000,19212573000,4903387,0.573811531
11/8/2018,HPG,10569.968,10569.968,10317.986,10317.986,2801350,1245566.4,1347111,34588620000,44002914000,-9414297000,4243899,0.660088753
11/9/2018,HPG,10238.413,10304.724,9973.169,9973.169,5710610,2539112.8,2746113.8,74604380000,29694905000,44909478000,4199580,1.359805028
11/12/2018,HPG,9973.169,10012.955,9853.81,9959.906,2803560,1246549,1348173.8,33340400000,51580730000,-18240330000,4128839,0.679018969
11/13/2018,HPG,9814.022,9893.596,9760.974,9787.498,5403540,2402580,2598450.2,92137180000,79726400000,12410774000,4253590.5,1.270347957
11/14/2018,HPG,9774.236,9774.236,9349.846,9495.7295,8274360,3679035,3978968,81677230000,95227625000,-13550395000,4411037,1.875831012
11/15/2018,HPG,9416.157,9535.517,9217.224,9283.535,6829060,3036410,3283953.2,65582670000,1.16333E+11,-50750476000,4548263.5,1.501465339
11/16/2018,HPG,9416.157,9469.206,9296.797,9336.584,2321900,1032388.1,1116553.5,725781000,27857617000,-27131836000,4414721,0.525944901
11/19/2018,HPG,9416.157,9495.7295,9323.321,9402.895,1664620,740141.25,800481.2,2088639000,5443147000,-3354508000,4369684.5,0.380947412
11/20/2018,HPG,9442.682,9721.1875,9389.633,9681.4,5710000,2538841.5,2745820.5,59216454000,15707541000,43508912000,4154567.5,1.374390956
11/21/2018,HPG,9562.041,9760.974,9548.778,9681.4,3805730,1692144.6,1830096.5,67614732000,50002241000,17612493000,4084164.5,0.931825836
11/22/2018,HPG,9707.925,9747.712,9495.7295,9495.7295,2743490,1219840,1319287.4,1040959000,38384378000,-37343420000,3859242,0.710888304
11/23/2018,HPG,9495.7295,9548.778,9416.157,9429.419,2056060,914187.5,988716.56,23966579000,13389525000,10577054000,3704684.5,0.554989231
11/26/2018,HPG,9442.682,9601.827,9429.419,9442.682,2477200,1101439.2,1191234,50155230000,24267636000,25887592000,3605498,0.687061815
11/27/2018,HPG,9495.7295,9601.827,9442.682,9442.682,1896260,843135.5,911872.06,63034147000,39142681000,23891466000,3566060.5,0.531752055
11/28/2018,HPG,9469.206,9508.992,9270.272,9336.584,4090120,1818593.1,1966853.8,25891940000,85792717000,-59900776000,3558596.5,1.149363239
11/29/2018,HPG,9389.633,9455.943,9071.34,9071.34,4059480,1804969.6,1952119.6,16589878000,48433559000,-31843680000,3649520,1.112332581
11/30/2018,HPG,9018.291,9018.291,8806.096,8806.096,7469210,3321040.5,3591788,49028310000,1.26411E+11,-77382566000,3843195.5,1.943489474
12/3/2018,HPG,9018.291,9283.535,9018.291,9230.486,3769340,1675964.5,1812597.4,48083200000,85306189000,-37222990000,3919984,0.961570251
12/4/2018,HPG,9283.535,9336.584,9084.602,9177.4375,4310860,1916740.9,2073003,13390529000,59485228000,-46094700000,4050518.5,1.064273623
12/5/2018,HPG,9111.126,9416.157,9084.602,9363.108,8092180,3598032,3891361.2,89186540000,1.25246E+11,-36059894000,4314446.5,1.875600961
12/6/2018,HPG,9310.06,9389.633,9150.913,9177.4375,4632240,2059636.4,2227548,20490226000,52198053000,-31707826000,4405991,1.051350309
12/7/2018,HPG,9257.011,9283.535,9164.175,9190.699,3363510,1495520,1617442.1,11907562000,42620849000,-30713287000,4288636,0.784284327
12/10/2018,HPG,9150.913,9177.4375,8925.456,8951.98,5397970,2400103.5,2595771.8,38515660000,95403252000,-56887595000,4418356.5,1.221714454
12/11/2018,HPG,8912.193,9005.029,8699.998,8872.407,6978590,3102895.8,3355859,31903700000,71648420000,-39744717000,4497109,1.55179472
12/12/2018,HPG,8885.669,8951.98,8753.047,8912.193,3581530,1592458.4,1722283.4,18456078000,42783387000,-24327310000,4262467.5,0.840248049
12/13/2018,HPG,8978.505,9044.815,8938.718,9018.291,5480330,2436723.2,2635377,81384270000,1.25578E+11,-44193850000,4195031,1.306386055
12/14/2018,HPG,9005.029,9005.029,8859.145,8885.669,3865790,1718849.1,1858978.1,19520844000,73344128000,-53823283000,4272225.5,0.904865626
12/17/2018,HPG,8885.669,8885.669,8593.9,8593.9,4480980,1992381.5,2154810.2,21998310000,35363673000,-13365364000,4413043.5,1.015394478
12/18/2018,HPG,8408.23,8501.065,8129.724,8249.084,8158460,3627502.2,3923234,42834113000,40650238000,2183874000,4535466.5,1.79881386
12/19/2018,HPG,8249.084,8328.657,7692.072,7877.7427,10969390,4877328,5274952,65664553000,83236923000,-17572372000,4893649.5,2
12/20/2018,HPG,7851.2183,7997.102,7771.645,7944.053,6098080,2711394,2932440,42810720000,69007475000,-26196754000,5061379,1.204825799
12/21/2018,HPG,7771.645,7957.3154,7771.645,7944.053,4460780,1983400,2145096.5,62593114000,94610723000,-32017607000,5181615,0.860886036
12/24/2018,HPG,7944.053,8089.9375,7944.053,8089.9375,3262070,1450416.6,1568661.8,11860160000,4921737000,6938423000,5220858.5,0.624814865
12/25/2018,HPG,7864.4805,8063.413,7678.8096,8063.413,4800740,2134556.8,2308576.2,29481925000,3708492000,25773433000,5366082.5,0.894645209
12/26/2018,HPG,8063.413,8063.413,7891.005,8036.8887,3827010,1701606.4,1840329.6,76844155000,47425836000,29418318000,5352927,0.714937827
12/27/2018,HPG,8182.773,8249.084,8036.8887,8209.297,4873610,2166957,2343617.8,85051380000,6354336000,78697050000,5393633.5,0.903585681
12/28/2018,HPG,8169.5107,8209.297,8089.9375,8209.297,7473800,3323081.2,3593995.2,1.94821E+11,38449964000,1.56371E+11,5393863,1.385611759
12/31/2018,HPG,8169.5107,8209.297,8089.9375,8209.297,7473800,3323081.2,3593995.2,1.94821E+11,,1.56371E+11,5579086,1.339610108
1/1/2019,HPG,8169.5107,8209.297,8089.9375,8209.297,7473800,3323081.2,3593995.2,85255810000,,36696375000,5737233,1.302683715
1/2/2019,HPG,8196.035,8341.919,8169.5107,8169.5107,4196210,1865764,2017870.2,85255810000,48559428000,36696375000,5542434.5,0.757105925
1/3/2019,HPG,8156.2485,8196.035,7824.694,7824.694,6877510,3057952.5,3307251.8,59816090000,56821791000,2994300000,5654698,1.216247092
1/4/2019,HPG,7798.1694,7957.3154,7612.4985,7877.7427,5841290,2597217.2,2808955,86141860000,1.00766E+11,-14623912000,5778587,1.010850923
1/7/2019,HPG,8036.8887,8050.151,7731.8584,7784.907,2488920,1106650.4,1196870,3359219000,26483196000,-23123976000,5633134.5,0.441835713
1/8/2019,HPG,7798.1694,7824.694,7612.4985,7652.285,3150620,1400862.5,1515067.8,34446570000,58927003000,-24480432000,5441736,0.578973328
1/9/2019,HPG,7692.072,7904.267,7692.072,7824.694,1876020,834136.2,902139.06,39261774000,34108057000,5153718000,5356460.5,0.350235011
1/10/2019,HPG,7851.2183,7983.84,7824.694,7904.267,1783870,793163.44,857826.06,30441380000,19893345000,10548035000,5171637.5,0.344933302
1/11/2019,HPG,7904.267,7930.791,7784.907,7784.907,2659370,1182437.6,1278835.8,4276354000,4368396000,-92042000,5111316.5,0.520290614
1/14/2019,HPG,7798.1694,7811.4316,7652.285,7771.645,3226780,1434725.6,1551691.5,10118401000,53407346000,-43288945000,5048606.5,0.639142702
1/15/2019,HPG,7771.645,7851.2183,7731.8584,7771.645,2640430,1174016.4,1269728,23137050000,44303584000,-21166535000,4772705,0.553235534
1/16/2019,HPG,7798.1694,7864.4805,7731.8584,7811.4316,2981480,1325657.8,1433731.9,19997377000,28771746000,-8774370000,4373309.5,0.681744569
1/17/2019,HPG,7811.4316,7811.4316,7665.5474,7665.5474,1957850,870520.3,941489.44,1788421000,16831508000,-15043087000,4166298,0.469925579
1/18/2019,HPG,7771.645,7811.4316,7731.8584,7745.1206,2120620,942892.9,1019762.1,10927821000,13792507000,-2864686000,4049290,0.523701686
1/21/2019,HPG,7771.645,7891.005,7745.1206,7837.956,1917140,852419.4,921912.8,707357000,8153618000,-7446261000,3982043.5,0.481446272
1/22/2019,HPG,7877.7427,7917.529,7811.4316,7824.694,1665310,740448.06,800813,3093239000,8782820000,-5689581000,3825272,0.435344206
1/23/2019,HPG,7798.1694,8063.413,7784.907,7970.5776,3788700,1684572.5,1821907.1,12317829000,7612068000,4705761000,3823356.5,0.990935582
1/24/2019,HPG,7983.84,8063.413,7917.529,7917.529,2387030,1061347,1147873.1,5005384000,11940980000,-6935596000,3699027.5,0.645312856
1/25/2019,HPG,7957.3154,7983.84,7837.956,7877.7427,1609890,715806.6,774162.7,9823941000,29819202000,-19995260000,3405832,0.472686263
1/28/2019,HPG,7904.267,7904.267,7851.2183,7891.005,1711540,761003.3,823044.06,47727874000,35995485080,11732389000,3117719,0.548971861
1/29/2019,HPG,7917.529,7917.529,7824.694,7877.7427,1814550,806804.75,872579.44,13011614000,9898677000,3112937000,2834756.5,0.640107889
1/30/2019,HPG,7851.2183,7851.2183,7652.285,7692.072,6765640,3008211.5,3253455.8,11359684000,54044023000,-42684340000,2963228,2
1/31/2019,HPG,7692.072,7731.8584,7320.7305,7347.255,7171640,3188731.8,3448692.8,64766010000,1.22153E+11,-57386590000,2977934.5,2
2/1/2019,HPG,7387.0415,7479.8765,7161.584,7241.157,7100180,3156958.5,3414329.2,36794323000,97692911000,-60898590000,3040879,2
2/4/2019,HPG,7387.0415,7479.8765,7161.584,7241.157,7100180,3156958.5,3414329.2,36794323000,,-60898590000,3271442,2
2/5/2019,HPG,7387.0415,7479.8765,7161.584,7241.157,7100180,3156958.5,3414329.2,50780164000,,-59142590000,3468920,2
2/6/2019,HPG,7387.0415,7479.8765,7161.584,7241.157,0,0,0,44352030000,,-19813765000,3375119,0
2/7/2019,HPG,7387.0415,7479.8765,7161.584,7241.157,0,0,0,63740387000,,35573300000,3285925.5,0
2/8/2019,HPG,7387.0415,7479.8765,7161.584,7241.157,0,0,0,75571044000,,49875540000,3152957,0
2/11/2019,HPG,7333.9927,7665.5474,7320.7305,7665.5474,2836470,1261181.8,1363999.5,51909734000,30638675000,21271058000,3133441.5,0.905225133
2/12/2019,HPG,7665.5474,7917.529,7625.7607,7824.694,7952400,3535881.5,3824144,75571044000,25695502000,49875540000,3399040,2
2/13/2019,HPG,7824.694,8249.084,7824.694,8196.035,11079510,4926291,5327906.5,1.76095E+11,43562719000,1.32533E+11,3803941.5,2
2/14/2019,HPG,8196.035,8302.133,8169.5107,8222.56,6455840,2870465,3104479.5,85721010000,43453687000,42267316000,4028841,1.60240625
2/15/2019,HPG,8222.56,8620.425,8169.5107,8381.706,9326200,4146715.2,4484776,1.83057E+11,77211313000,1.05846E+11,4389120,2
2/18/2019,HPG,8514.328,8633.6875,8474.541,8527.59,6374370,2834241,3065302.2,84594090000,17752810000,66841276000,4611981.5,1.382132604
2/19/2019,HPG,8607.163,8620.425,8394.968,8408.23,5904440,2625295.5,2839322.5,67282293000,22643505000,44638790000,4823938,1.223987539
2/20/2019,HPG,8408.23,8567.377,8394.968,8540.853,5878290,2613668.5,2826747.5,83140380000,41186097000,41954280000,4928417.5,1.192733773
2/21/2019,HPG,8567.377,8673.474,8461.279,8673.474,6010110,2672279.8,2890137,88478564000,14478674000,73999890000,5109571.5,1.176245405
2/22/2019,HPG,8660.212,9005.029,8633.6875,8991.767,8269150,3676718.5,3976462.5,87900004000,58412658000,29487348000,5442534.5,1.519356469
2/25/2019,HPG,9137.65,9429.419,9071.34,9230.486,11781980,5238630.5,5665709.5,1.43547E+11,1.02576E+11,40971543000,5946056.5,1.981477976
2/26/2019,HPG,9230.486,9389.633,9084.602,9150.913,7383610,3282980,3550624.8,94219990000,55180188000,39039803000,6224509.5,1.186215556
2/27/2019,HPG,9270.272,9270.272,9058.077,9124.389,4999180,2222789.2,2404001.8,66259330000,40059999000,26199329000,6136186.5,0.814704703
2/28/2019,HPG,9164.175,9177.4375,8912.193,8912.193,6952800,3091428.8,3343457.2,83978900000,1.02304E+11,-18325199000,6125244.5,1.135105709
3/1/2019,HPG,8912.193,9084.602,8912.193,9084.602,4610790,2050099,2217233.2,47664935000,12101700000,35563233000,6000775,0.768365753
3/4/2019,HPG,9217.224,9376.37,9203.962,9376.37,5020420,2232233,2414215.8,46697860000,22702564000,23995298000,5896787,0.851382287
3/5/2019,HPG,9310.06,9442.682,9270.272,9296.797,5704900,2536574,2743368,73970270000,39745461000,34224810000,5827023,0.979041957
3/6/2019,HPG,9283.535,9336.584,9124.389,9283.535,3373240,1499846.2,1622121.1,26617119000,8335599000,18281520000,5995685,0.562611278
3/7/2019,HPG,9283.535,9296.797,9044.815,9044.815,4555440,2025488.8,2190616.5,36878930000,48091238000,-11212308000,6223457,0.731979027
3/8/2019,HPG,8885.669,9097.864,8859.145,9005.029,4654840,2069685,2238416,55377945000,24532176000,30845768000,6456199,0.72098769
3/11/2019,HPG,9071.34,9071.34,8912.193,8965.242,4858680,2160318.5,2336438.2,59477942000,85710216000,-26232273000,6557309.5,0.740956333
3/12/2019,HPG,9044.815,9058.077,8938.718,8978.505,5262570,2339900.5,2530660.8,41589924000,77210062000,-35620140000,6422818,0.819355305
3/13/2019,HPG,9018.291,9111.126,8991.767,9111.126,3200950,1423240.8,1539270.4,15732877000,11382131000,4350746000,6028890,0.530935214
3/14/2019,HPG,9111.126,9190.699,8991.767,9071.34,4362150,1939546,2097667.2,60387020000,1.03987E+11,-43600237000,5924205.5,0.736326584
3/15/2019,HPG,8753.047,8779.571,8448.017,8461.279,17029640,7571901.5,8189200.5,28497252000,1.44348E+11,-1.15851E+11,6309377.5,2
3/18/2019,HPG,8355.182,8593.9,8103.1997,8448.017,10578940,4703722,5087192.5,82334240000,77190298000,5143937000,6519606,1.622634865
3/19/2019,HPG,8434.755,8474.541,8249.084,8461.279,7385900,3283998.2,3551726,87915510000,25336815000,62578700000,6593679,1.120148554
3/20/2019,HPG,8355.182,8646.949,8355.182,8567.377,5625190,2501132.5,2705037,86648310000,56398850000,30249456000,6581024,0.854759077
3/21/2019,HPG,8567.377,8607.163,8474.541,8487.804,2737980,1217390.1,1316637.8,28478170000,1187209000,27290962000,6417417.5,0.426648258
3/22/2019,HPG,8514.328,8540.853,8448.017,8474.541,4192750,1864225.6,2016206.4,89765500000,40605289000,49160210000,6213597.5,0.674770131
3/25/2019,HPG,8249.084,8394.968,8249.084,8328.657,3736290,1661269.4,1796704.2,44126552000,6332054120,37794497000,5811313,0.642933877
3/26/2019,HPG,8381.706,8421.492,8302.133,8381.706,3515960,1563304,1690752.1,54113980000,74217888000,-20103910000,5617930.5,0.625846119
3/27/2019,HPG,8461.279,8580.639,8394.968,8580.639,2539450,1129117.6,1221168.8,33956393000,7912648000,26043744000,5494944,0.462143017
3/28/2019,HPG,8527.59,8607.163,8514.328,8607.163,2513150,1117423.8,1208521.6,40343650000,6458585000,33885065000,5272961.5,0.476610724
3/29/2019,HPG,8633.6875,8673.474,8461.279,8540.853,6534270,2905337.5,3142194.8,87988690000,59828975000,28159713000,5369135.5,1.217005978
4/1/2019,HPG,8501.065,8540.853,8461.279,8474.541,3670350,1631950.5,1764995.1,9638311000,16552015000,-6913704000,5301632,0.69230569
4/2/2019,HPG,8540.853,8554.114,8474.541,8514.328,1796860,798939.2,864072.7,14741426000,9194681000,5546745000,5106230,0.351895626
4/3/2019,HPG,8487.804,8527.59,8461.279,8514.328,3775800,1678836.8,1815703.9,10880915000,77167257000,-66286342000,5126358,0.736546297
4/4/2019,HPG,8527.59,8593.9,8487.804,8593.9,2765210,1229497.4,1329732.1,17243455000,38877025000,-21633570000,5036846.5,0.548996282
4/5/2019,HPG,8593.9,8660.212,8554.114,8620.425,1836710,816657.75,883235.7,923474000,9050244000,-8126770000,4895940,0.375149614
4/8/2019,HPG,8620.425,8660.212,8567.377,8593.9,1380890,613986.2,664041.3,8517975000,5230725000,3287250000,4722050.5,0.292434399
4/9/2019,HPG,8607.163,8620.425,8487.804,8514.328,2884050,1282337.4,1386879.8,9996645000,34548106000,-24551460000,4603124.5,0.62654182
4/10/2019,HPG,8487.804,8501.065,8394.968,8474.541,2207380,981469.06,1061483.2,10277336000,5575041000,4702295000,4553446,0.484771314
4/11/2019,HPG,8487.804,8501.065,8448.017,8474.541,1516930,674473.75,729460.1,2251277000,3781525000,-1530248000,4411185,0.343882653
4/12/2019,HPG,8474.541,8501.065,8448.017,8501.065,1576930,701151.56,758312.9,2634626000,14297169000,-11662543000,3638549.5,0.433395231
4/15/2019,HPG,8474.541,8501.065,8448.017,8501.065,1576930,701151.56,758312.9,2634626000,,-11662543000,3188449,0.494575889
4/16/2019,HPG,8461.279,8487.804,8368.443,8421.492,1546470,687608.1,743665.3,12991691000,6650720000,6340970500,2896477.5,0.533914039
4/17/2019,HPG,8421.492,8448.017,8355.182,8381.706,1860340,827164.4,894598.9,13257058000,9108405000,4148653000,2708235,0.68691971
4/18/2019,HPG,8328.657,8368.443,8302.133,8302.133,2388910,1062182.9,1148777.2,9181026000,6241518000,2939508000,2690781.5,0.887812704
4/19/2019,HPG,8315.395,8408.23,8315.395,8381.706,1213930,539750.6,583753.75,2988713000,8387057000,-5398344000,2541840.5,0.47757914
4/22/2019,HPG,8315.395,8514.328,8315.395,8448.017,1823920,810970.94,877085.25,35639407000,2776486000,32862920000,2446222,0.745606899
4/23/2019,HPG,8487.804,8487.804,8448.017,8461.279,1685950,749625.2,810738.4,20363483000,27165342000,-6801859000,2354721.5,0.715987007
4/24/2019,HPG,8487.804,8845.883,8461.279,8845.883,5801340,2579454.2,2789744,1.1113E+11,41025435000,70104790000,2517816,2
4/25/2019,HPG,8885.669,8925.456,8753.047,8779.571,4094750,1820651.8,1969080.2,50629935000,51732229000,-1102294000,2596896,1.576786286
4/26/2019,HPG,8806.096,8965.242,8779.571,8912.193,2820780,1254205.5,1356454.5,6728686000,12762677000,-6033991000,2411221.5,1.169855196
4/29/2019,HPG,8806.096,8965.242,8779.571,8912.193,2820780,1254205.5,1356454.5,6728686000,,-6033991000,2368743,1.190834126
4/30/2019,HPG,8806.096,8965.242,8779.571,8912.193,2820780,1254205.5,1356454.5,40882850000,,842355500,2419939,1.165640952
5/1/2019,HPG,8806.096,8965.242,8779.571,8912.193,0,0,0,44550234000,,8230911000,2231149,0
5/2/2019,HPG,8938.718,9018.291,8832.62,9018.291,3807620,1692985,1831005.4,58775070000,45100253000,13674817000,2283269.5,1.667617423
5/3/2019,HPG,9018.291,9124.389,8938.718,9058.077,3495970,1554415.8,1681139.4,31135767000,28348762000,2787005000,2366232.5,1.47744146
5/6/2019,HPG,8859.145,8965.242,8806.096,8872.407,4500050,2000860.6,2163980.5,57964700000,17193687000,40771010000,2522190.5,1.784183233
5/7/2019,HPG,8965.242,8965.242,8859.145,8885.669,2820070,1253889.9,1356113.1,36893270000,37797341000,-904071000,2518991.5,1.119523428
5/8/2019,HPG,8819.358,8832.62,8753.047,8792.834,2812600,1250568.5,1352521,18731487000,30699988000,-11968500000,2549252.5,1.103303812
5/9/2019,HPG,8766.31,8819.358,8646.949,8726.522,2112430,939251.3,1015823.75,12274039000,23382724000,-11108685000,2579027.5,0.81908006
5/10/2019,HPG,8779.571,8806.096,8646.949,8713.261,1909270,848920.2,918128.3,8388559000,26527515000,-18138956000,2595644.5,0.735566831
5/13/2019,HPG,8739.785,8739.785,8487.804,8501.065,3810530,1694278.9,1832404.8,4696671000,54110977000,-49414308000,2707324.5,1.407489202
5/14/2019,HPG,8408.23,8593.9,8408.23,8593.9,1820770,809570.3,875570.5,10112000000,25198527000,-15086527000,2721039.5,0.669145009
5/15/2019,HPG,8593.9,8673.474,8567.377,8593.9,2537170,1128103.8,1220072.4,7830675500,43551128500,-35720454000,2754881,0.92097263
5/16/2019,HPG,8607.163,8673.474,8567.377,8567.377,1378610,612972.4,662944.94,7874458000,23134576000,-15260118000,2704366,0.509771976
5/17/2019,HPG,8567.377,8593.9,8540.853,8554.114,1491570,663197.9,717265.06,8817983000,22508691000,-13690708000,2718248,0.548724767
5/20/2019,HPG,8554.114,8766.31,8554.114,8699.998,2216410,985484.06,1065825.5,6656339000,8135689000,-1479350000,2737872.5,0.809537332
5/21/2019,HPG,8739.785,8806.096,8699.998,8726.522,2147580,954880.1,1032726.6,15092143000,33536282000,-18444138000,2760954,0.777839834
5/22/2019,HPG,8753.047,8859.145,8726.522,8753.047,2514350,1117957.4,1209098.8,3112366000,23800515000,-20688148000,2596604.5,0.968322284
5/23/2019,HPG,8753.047,8766.31,8660.212,8686.736,2533270,1126369.8,1218197,12273064000,34226363500,-21953300000,2518530.5,1.005852421
5/24/2019,HPG,8620.425,8660.212,8527.59,8527.59,3667800,1630816.6,1763768.9,2638641000,63383152000,-60744510000,2560881.5,1.432241203
5/27/2019,HPG,8514.328,8580.639,8514.328,8540.853,1699260,755543.25,817138.9,4352226000,15548244000,-11196018000,2504805.5,0.67839998
5/28/2019,HPG,8620.425,8620.425,8501.065,8501.065,2839040,1262324.5,1365235.4,22019758000,61607441000,-39587680000,2505718.5,1.13302432
5/29/2019,HPG,8567.377,8620.425,8501.065,8620.425,1660260,738202.6,798384.56,10002528000,9356132500,646396000,2588731.5,0.641341136
5/30/2019,HPG,8620.425,8620.425,8474.541,8487.804,4194290,1864910.4,2016947,14021600000,32337611100,-18316012000,2608065,1.608199949
5/31/2019,HPG,8487.804,8540.853,8487.804,8514.328,3394280,1509201.2,1632238.8,46026756000,4363262500,41663492000,2602980.5,1.303997475
6/3/2019,HPG,8501.065,8514.328,8328.657,8355.182,12274790,5457749,5902691.5,51641876000,24668857500,26973020000,2991717.5,2
6/4/2019,HPG,8482.838,8551.804,8293.181,8379.389,3337800,1484088.5,1605078.8,13589632000,6788153000,6801479000,3017604,1.10610935
6/5/2019,HPG,8413.872,8517.321,8172.49,8206.973,2988710,1328872.4,1437208.6,4913692000,5703933000,-790241000,3026409.5,0.98754316
6/6/2019,HPG,8241.456,8241.456,7706.9683,7827.659,7082600,3149141.8,3405875.2,20911942000,54911877300,-33999935000,3274918,2
6/7/2019,HPG,7931.1084,8034.5576,7879.384,7913.8667,5101320,2268203.8,2453118.8,31744039000,63153619880,-31409580000,3434520.5,1.485307774
6/10/2019,HPG,8017.3164,8069.041,7879.384,7896.6255,6567230,2919992.5,3158044.5,22477167000,87766227550,-65289060000,3572355.5,1.838347275
6/11/2019,HPG,7931.1084,8000.0747,7827.659,7931.1084,4409100,1960421.5,2120244.8,10888102000,24201133000,-13313031000,3701772,1.191078219
6/12/2019,HPG,7896.6255,8017.3164,7879.384,7965.592,3132550,1392828.1,1506378.2,37051920000,38204668000,-1152748500,3731541,0.839478918
6/13/2019,HPG,8069.041,8069.041,7896.6255,7931.1084,2523260,1121919,1213383.4,7704291300,31864475000,-24160184000,3788773.5,0.665983332
6/14/2019,HPG,7931.1084,7948.35,7913.8667,7913.8667,2068100,919540.9,994506.4,27447390000,40721497490,-13274108000,3817600,0.541727787
6/17/2019,HPG,7913.8667,7931.1084,7741.4517,7741.4517,3644160,1620305.6,1752400.9,6866978000,22076563000,-15209585000,3888987.5,0.937045953
6/18/2019,HPG,7741.4517,7965.592,7741.4517,7948.35,5058220,2249040.2,2432393,58534322000,36359118440,22175205000,4034519.5,1.25373542
6/19/2019,HPG,8086.282,8224.215,8034.5576,8224.215,8365940,3719754.2,4023006.8,97197010000,66667412500,30529595000,4327099,1.933383082
6/20/2019,HPG,8310.422,8310.422,8138.007,8138.007,4370160,1943107.5,2101519.2,53924696000,54942143790,-1017449000,4418943.5,0.98896037
6/21/2019,HPG,8241.456,8241.456,8138.007,8172.49,4429070,1969300.8,2129847.8,54196970000,35611984000,18584988000,4457007,0.993731892
