timestamp,ticker,open,high,low,close,volume,bu,sd,fb,fs,fn,volume_ma_20,liquidity_score
12/30/2022,VCB,46613,46725.457,44982.387,44982.387,1512532,726200,296200,82618660000,66702900000,15915760000,1477782.2,1.023514832
1/2/2023,VCB,46613,46725.457,44982.387,44982.387,1512532,726200,296200,82618660000,,15915760000,1469991.2,1.028939493
1/3/2023,VCB,45094.844,46444.316,45094.844,46444.316,1090345,589600,407600,54591470000,59266670000,-4675200000,1459030.65,0.74730781
1/4/2023,VCB,46613,46613,45994.492,46556.773,838779,350200,416000,48100630000,33335270000,14765360000,1428140.75,0.587322363
1/5/2023,VCB,46556.773,47231.508,46388.09,47231.508,1080011,696800,227700,54638570000,46867890000,7770680000,1376593.75,0.784553177
1/6/2023,VCB,47231.508,47681.332,47175.28,47231.508,1127163,412000,663700,80298150000,52753200000,27544950000,1348709.05,0.835734735
1/9/2023,VCB,48243.613,48862.12,47681.332,48862.12,1668531,1059700,507600,78969250000,58015040000,20954210000,1326796.6,1.257563518
1/10/2023,VCB,48468.523,50548.957,48468.523,49087.03,2114849,978800,1011700,92603700000,1.28081E+11,-35477530000,1320877.1,1.601094455
1/11/2023,VCB,49087.03,49087.03,47850.016,47850.016,984111,504500,428500,60247800000,90381109400,-30133307000,1315867.15,0.74788021
1/12/2023,VCB,47906.242,47906.242,47119.05,47681.332,1879784,666600,1148200,1.23685E+11,1.31868E+11,-8182946000,1347277.15,1.395246702
1/13/2023,VCB,47906.242,48637.207,47906.242,48243.613,822866,427000,320800,35138548000,37747710000,-2609164000,1230416.9,0.668770073
1/16/2023,VCB,48356.066,49761.766,48356.066,49087.03,737007,503900,135300,38277220000,44093639600,-5816421000,1229351.1,0.59950896
1/17/2023,VCB,49761.766,50267.82,49087.03,50267.82,645550,437700,111200,33817550000,10508810000,23308740000,1190337.4,0.542325226
1/18/2023,VCB,50605.188,51167.47,50267.82,50605.188,836046,509200,178500,47936670000,31505810000,16430860000,1184005.2,0.706116831
1/19/2023,VCB,50324.047,53978.867,49199.49,52292.027,1720442,1189700,427000,1.09775E+11,47221130000,62554080000,1216334.45,1.41444814
1/20/2023,VCB,50324.047,53978.867,49199.49,52292.027,1720442,1189700,427000,1.09775E+11,,62554080000,1248342.5,1.378181068
1/23/2023,VCB,50324.047,53978.867,49199.49,52292.027,1720442,1189700,427000,78855940000,,39492470000,1274153.05,1.35026322
1/24/2023,VCB,50324.047,53978.867,49199.49,52292.027,0,0,0,97253260000,,12879535000,1221197.85,0
1/25/2023,VCB,50324.047,53978.867,49199.49,52292.027,0,0,0,65625770000,,-29300580000,1162490.85,0
1/26/2023,VCB,50324.047,53978.867,49199.49,52292.027,0,0,0,59526623000,,-21806150000,1100571.6,0
1/27/2023,VCB,52292.027,53191.676,51448.605,52292.027,1554077,839500,576700,84731310000,1.21526E+11,-36795010000,1102648.85,1.409403365
1/30/2023,VCB,51785.977,52010.887,50492.73,50548.957,1046115,450700,520600,46520230000,68326380000,-21806150000,1079328,0.969228075
1/31/2023,VCB,50548.957,51673.52,49368.17,51673.52,1449748,716200,637700,59526623000,79718403600,-20191779000,1097298.15,1.32119789
2/1/2023,VCB,51729.746,52010.887,50099.137,50099.137,1137519,608000,449900,56962515000,43495680000,13466836000,1112235.15,1.022732468
2/2/2023,VCB,49817.996,51729.746,49817.996,50942.555,985306,575300,368100,53374665000,52722440500,652225500,1107499.9,0.889666897
2/3/2023,VCB,50773.87,52292.027,50099.137,52292.027,894615,533200,223800,39528006000,8670753400,30857255000,1095872.5,0.81634953
2/6/2023,VCB,52067.113,54147.55,51448.605,53978.867,1154264,701800,327800,68005190000,36922100000,31083094000,1070159.15,1.078590974
2/7/2023,VCB,53585.27,53697.727,51729.746,51729.746,1196748,418300,635500,39897256000,87568405800,-47671150000,1024254.1,1.168409284
2/8/2023,VCB,51785.977,54091.32,51785.977,52966.76,886576,604300,236800,33830020000,36936742200,-3106722300,1019377.35,0.869723072
2/9/2023,VCB,52741.85,53416.586,52292.027,52292.027,760552,444300,187200,22641066000,35741576100,-13100511000,963415.75,0.789432807
2/10/2023,VCB,53135.445,53135.445,52179.57,53135.445,648708,309500,253500,41500987000,15187655900,26313333000,954707.85,0.679483258
2/13/2023,VCB,53304.13,53641.5,51729.746,52573.168,873881,411700,385400,34996183000,39731682900,-4735497700,961551.55,0.908823869
2/14/2023,VCB,52573.168,52573.168,51279.92,52010.887,1143667,228800,729800,56791700000,67038310000,-10246610000,986457.4,1.159367855
2/15/2023,VCB,52010.887,52966.76,51279.92,52292.027,899713,527900,269600,52883320000,54031190000,-1147870000,989640.75,0.909130914
2/16/2023,VCB,52292.027,52854.305,51842.203,51954.66,777372,376000,275400,39328990000,49573970000,-10244980000,942487.25,0.824809036
2/17/2023,VCB,52292.027,52460.71,51729.746,52292.027,919596,434500,428400,52500963000,57533308900,-5032346600,902444.95,1.019005093
2/20/2023,VCB,52292.027,53135.445,52292.027,52741.85,1095988,511700,480600,51690260000,84358438400,-32668178000,871222.25,1.257988992
2/21/2023,VCB,52966.76,53360.36,52854.305,52966.76,676960,320400,252700,39044000000,35845331800,3198671600,905070.25,0.747964039
2/22/2023,VCB,52966.76,53022.992,52010.887,52292.027,1026246,605700,279400,53277050000,69766750000,-16489700000,956382.55,1.073049691
2/23/2023,VCB,52292.027,52854.305,51279.92,52460.71,1026332,516500,448800,52550377000,66266385100,-13716009000,1007699.15,1.018490489
2/24/2023,VCB,52292.027,52854.305,50605.188,52573.168,631786,333500,257700,45137920000,21962100000,23175820000,961584.6,0.657025913
2/27/2023,VCB,52292.027,52573.168,51561.062,52179.57,501731,116100,340400,3111430000,28038350500,-24926920000,934365.4,0.536975149
2/28/2023,VCB,52348.254,52685.62,52067.113,52573.168,566115,231600,146100,41572364000,29535537600,12036827000,890183.75,0.63595297
3/1/2023,VCB,51898.43,52516.938,51842.203,52292.027,730121,412700,263400,23782984000,56391515900,-32608532000,869813.85,0.839399143
3/2/2023,VCB,52292.027,52741.85,51617.29,52404.484,985271,311900,537600,43934410000,71872610000,-27938202000,869812.1,1.132740048
3/3/2023,VCB,51617.29,52179.57,51111.24,51111.24,799049,210900,406600,14779570000,38586070000,-23806500000,865033.8,0.923719975
3/6/2023,VCB,51167.47,51842.203,51167.47,51167.47,712399,285600,299200,41712920000,17044550000,24668370000,842940.55,0.84513552
3/7/2023,VCB,51448.605,52010.887,51223.695,51673.52,970761,683000,248900,40664460000,51612090000,-10947630000,831641.2,1.167283439
3/8/2023,VCB,51167.47,51842.203,50998.78,51842.203,872316,415900,334200,27032740000,39341060000,-12308320000,830928.2,1.049809117
3/9/2023,VCB,51729.746,52516.938,51561.062,52292.027,1098833,721600,302400,19973250000,58721510000,-38748260000,847842.25,1.296034728
3/10/2023,VCB,51842.203,52010.887,51448.605,51785.977,708269,350300,250500,27205170000,42791680000,-15586510000,850820.3,0.83245428
3/13/2023,VCB,51729.746,51729.746,51055.01,51448.605,759814,513700,230900,25248946000,29808118000,-4559172000,845116.95,0.899063733
3/14/2023,VCB,51167.47,51279.92,50886.33,51167.47,864241,522000,299800,39878620000,56921090600,-17042473000,831145.65,1.039818954
3/15/2023,VCB,51504.836,51729.746,51223.695,51392.38,808217,503000,227500,15694225000,62856941000,-47162716000,826570.85,0.977795188
3/16/2023,VCB,51167.47,51729.746,50324.047,51167.47,806313,400400,370800,33806940000,42967790000,-9160850000,828017.9,0.973786919
3/17/2023,VCB,51167.47,51223.695,50042.906,50042.906,2272490,813700,589400,1.1778E+11,1.79447E+11,-61666660000,895662.6,2
3/20/2023,VCB,50042.906,50324.047,47850.016,47850.016,1035307,295900,552400,9117106000,31040192000,-21923086000,892628.55,1.159840787
3/21/2023,VCB,48018.7,50548.957,48018.7,48637.207,1058061,629500,280900,61779100000,42471990000,19307110000,911683.6,1.160557237
3/22/2023,VCB,48693.434,50548.957,48693.434,50042.906,1056346,632600,297100,68642700000,41140240000,27502460000,913188.6,1.156766521
3/23/2023,VCB,49930.45,50998.78,49087.03,50998.78,850122,508800,254800,55186800000,1.01314E+11,-46127570000,904378.1,0.940007282
3/24/2023,VCB,51167.47,51167.47,49986.68,50042.906,630688,170200,246600,25728440000,21884860000,3843580000,904323.2,0.697414376
3/27/2023,VCB,50042.906,51167.47,49480.63,51167.47,730499,348800,279800,44529540000,17940700000,26588840000,915761.6,0.797695601
3/28/2023,VCB,51055.01,52235.797,50661.414,51617.29,846797,401800,385500,50819630000,10496000000,40323630000,929795.7,0.910734476
3/29/2023,VCB,52010.887,52010.887,50886.33,51898.43,423348,174000,181100,33599273000,13136455600,20462817000,914457.05,0.462950119
3/30/2023,VCB,51898.43,52404.484,51729.746,52123.344,411004,223400,164800,32230197000,20543912500,11686284000,885743.7,0.464021364
3/31/2023,VCB,52179.57,52404.484,50886.33,51392.38,951283,326500,343800,52654158000,48069958000,4584200000,893355.4,1.064842727
4/3/2023,VCB,51561.062,52235.797,51279.92,52179.57,737481,375000,335900,26297911000,46299960200,-20002048000,894609.5,0.824360797
4/4/2023,VCB,52179.57,52235.797,51504.836,51729.746,270521,90200,139700,11288390000,13605640000,-2317250000,859597.5,0.314706592
4/5/2023,VCB,51898.43,51898.43,51223.695,51785.977,336349,122100,164600,12051570000,11691990000,359580000,832799.15,0.403877694
4/6/2023,VCB,51448.605,51785.977,51279.92,51279.92,376788,174700,189400,12469460000,20440790000,-7971330000,796696.9,0.472937701
4/7/2023,VCB,51167.47,51223.695,50324.047,50605.188,747860,276100,444200,2785380000,39289570000,-36504190000,798676.45,0.936374173
4/10/2023,VCB,50605.188,50605.188,50042.906,50042.906,639645,254400,360600,10109210000,29610380000,-19501170000,792668,0.806951965
4/11/2023,VCB,50042.906,50605.188,49593.082,49593.082,752232,273600,275100,20465460000,48448740000,-27983280000,787067.55,0.955740076
4/12/2023,VCB,49649.312,49817.996,49480.63,49649.312,518806,140600,335300,5038870000,24523360000,-19484490000,772597,0.671509209
4/13/2023,VCB,49649.312,49761.766,49368.17,49593.082,491499,194800,257900,6321050000,33592960000,-27271910000,756856.3,0.6493954
4/14/2023,VCB,49649.312,50099.137,49593.082,49705.54,415311,197000,205000,15019950000,24121610000,-9101660000,663997.35,0.62547087
4/17/2023,VCB,49705.54,49761.766,49368.17,49705.54,489420,208300,256700,28181320000,31359510000,-3178190000,636703,0.768678646
4/18/2023,VCB,49649.312,49817.996,49199.49,49480.63,695427,233100,378900,28644010000,35103840000,-6459830000,618571.3,1.124247116
4/19/2023,VCB,49536.855,49874.223,49480.63,49761.766,417179,180300,184800,17736860000,15829330000,1907530000,586612.95,0.711165684
4/20/2023,VCB,49930.45,49930.45,49480.63,49649.312,258080,122600,112200,11884530000,8303590000,3580940000,557010.85,0.463330292
4/21/2023,VCB,49480.63,49536.855,49143.258,49199.49,357041,121300,192400,64980700000,65400890000,-420190000,543328.5,0.657136521
4/24/2023,VCB,49480.63,49761.766,48918.348,49424.4,506466,319300,182600,34354252000,19419855800,14934396000,532126.85,0.951776818
4/25/2023,VCB,49593.082,49761.766,49199.49,49649.312,546290,100400,404900,41917860000,24810680000,17107180000,517101.5,1.056446365
4/26/2023,VCB,49480.63,50324.047,49424.4,50267.82,710670,327300,322600,3.29106E+11,2.36674E+11,92432030000,531467.6,1.337184054
4/27/2023,VCB,49874.223,50886.33,49705.54,50605.188,581140,377000,152100,21401540000,33005919700,-11604380000,539974.4,1.076236207
4/28/2023,VCB,50605.188,50886.33,49930.45,50886.33,705032,296500,195000,40521980000,27932740000,12589240000,527661.85,1.336143593
5/1/2023,VCB,50605.188,50886.33,49930.45,50886.33,705032,296500,195000,40521980000,,12589240000,526039.4,1.340264627
5/2/2023,VCB,50605.188,50886.33,49930.45,50886.33,705032,296500,195000,26631910000,,1434500000,547764.95,1.287106815
5/3/2023,VCB,50605.188,50886.33,49930.45,50886.33,0,0,0,30664520000,,14738160000,530947.5,0
5/4/2023,VCB,50605.188,50605.188,49761.766,49761.766,496435,184300,266000,24508510000,34228750000,-9720240000,536929.85,0.924580744
5/5/2023,VCB,49761.766,50548.957,49593.082,50492.73,226102,127400,72800,28755310000,2522940000,26232370000,510841.95,0.442606564
5/8/2023,VCB,50605.188,52404.484,50492.73,52292.027,1502235,1088200,307000,32573730000,15686650000,16887080000,553971.45,2
5/9/2023,VCB,52292.027,52798.08,51898.43,51898.43,564410,280600,255800,47010288000,58943955200,-11933667000,544580.35,1.036412717
5/10/2023,VCB,51673.52,52292.027,51504.836,51729.746,418041,199600,152000,35456400000,54750210000,-19293810000,539542.1,0.774807008
5/11/2023,VCB,51729.746,51785.977,51167.47,51167.47,506319,176700,284200,24104660000,39665370000,-15560710000,540283.1,0.937136475
5/12/2023,VCB,51167.47,52179.57,51055.01,52179.57,711269,444500,158400,42611370000,39673350000,2938020000,555081,1.281378754
5/15/2023,VCB,51729.746,52292.027,51279.92,51561.062,451483,238300,181300,26892173000,28975958300,-2083785000,553184.15,0.816153174
5/16/2023,VCB,51729.746,52348.254,51336.152,52067.113,666940,429900,217800,23894840000,36525150000,-12630310000,551759.8,1.208750619
5/17/2023,VCB,52010.887,52292.027,51898.43,52179.57,573251,324400,248300,30055350000,45409623400,-15354274000,559563.4,1.024461214
5/18/2023,VCB,52235.797,53978.867,51842.203,53416.586,1680806,1144800,310800,74132400000,61251970600,12880429000,630699.7,2
5/19/2023,VCB,53135.445,53360.36,52067.113,52966.76,440496,115800,315500,18990230000,34413890000,-15423660000,634872.45,0.693833856
5/22/2023,VCB,52292.027,52798.08,51842.203,52348.254,623319,218400,345000,17115980000,45772030000,-28656050000,640715.1,0.972848931
5/23/2023,VCB,52292.027,52629.395,51785.977,52179.57,569233,263800,273800,30877995000,29584686400,1293308500,641862.25,0.886846048
5/24/2023,VCB,52179.57,52179.57,51673.52,52067.113,342665,102400,209800,15559370000,20806110000,-5246740000,623462,0.549616496
5/25/2023,VCB,52067.113,52854.305,51392.38,52404.484,607166,341400,234300,39261290000,32099600000,7161690000,624763.3,0.971833653
5/26/2023,VCB,52404.484,52573.168,51729.746,51729.746,284190,118100,75600,72960340000,8004931700,64955412000,603721.2,0.470730529
5/29/2023,VCB,51729.746,53416.586,51729.746,52348.254,591719,414200,119500,19184366000,13316947600,5867418600,598055.55,0.989404747
5/30/2023,VCB,52348.254,53304.13,51954.66,53135.445,565039,275600,226900,90476180000,98232560000,-7756380000,591055.9,0.955982336
5/31/2023,VCB,52798.08,52910.535,52348.254,52854.305,380711,184500,93600,16539217000,22991880000,-6452663000,610091.45,0.624022841
6/1/2023,VCB,53191.676,53191.676,52404.484,52798.08,646726,269200,360700,25862580000,32876550000,-7013970000,617606,1.047149801
6/2/2023,VCB,52798.08,53416.586,52460.71,53360.36,739065,370500,346200,96524930000,33933340000,62591590000,643254.15,1.148947115
6/5/2023,VCB,53529.043,55497.023,53529.043,55103.426,1299964,649100,559500,65911570000,46457860000,19453710000,633140.6,2
6/6/2023,VCB,55103.426,55665.707,54260.008,55665.707,761266,452700,223300,52318390000,21111700000,31206690000,642983.4,1.183959026
6/7/2023,VCB,55665.707,55665.707,54541.145,54541.145,750797,354300,339400,40174810000,42523330000,-2348520000,659621.2,1.138224484
6/8/2023,VCB,54541.145,57183.86,54541.145,56227.984,1341141,799700,400200,1.00523E+11,42684510000,57838416000,701362.3,1.912194311
6/9/2023,VCB,56227.984,57352.547,55665.707,56509.125,821677,414700,359000,69222260000,60620711800,8601550000,706882.7,1.162395119
6/12/2023,VCB,56171.758,57071.406,55159.652,56790.266,436746,229700,173700,23281375000,19023900000,4257475300,706145.85,0.618492624
6/13/2023,VCB,56227.984,57914.824,56059.3,57633.684,840097,537700,216600,41587600000,42857370000,-1269768000,714803.7,1.175283508
6/14/2023,VCB,57577.457,58477.105,57071.406,57689.914,842576,475900,325200,24709210000,40498334300,-15789125000,728269.95,1.156955604
6/15/2023,VCB,57633.684,58308.42,57127.633,58195.965,913438,548900,321700,47514776000,59410420800,-11895647000,689901.55,1.3240121
6/16/2023,VCB,58589.562,59826.58,58027.28,59039.387,1333946,423600,282400,1.02335E+11,81843979000,20491120000,734574.05,1.8159449
6/19/2023,VCB,58252.19,58533.332,57183.86,57183.86,1141315,359200,729100,33021600000,86864660000,-53843060000,760473.85,1.500794538
6/20/2023,VCB,56846.492,56846.492,56115.53,56171.758,1782749,686000,813300,92985460000,1.46171E+11,-53185180000,821149.65,2
6/21/2023,VCB,56059.3,56509.125,56059.3,56227.984,1188227,653000,448800,66767130000,1.03882E+11,-37114390000,863427.75,1.376174208
6/22/2023,VCB,57352.547,57352.547,56171.758,56452.9,717220,248700,358800,36563220000,51460240000,-14897020000,868930.45,0.825405532
6/23/2023,VCB,56452.9,56452.9,55946.844,56171.758,706286,267100,408500,17766939000,37995798800,-20228860000,890035.25,0.793548345
6/26/2023,VCB,55721.934,56734.04,55721.934,56227.984,807728,434700,304600,33840550000,54222000000,-20381450000,900835.7,0.896642973
6/27/2023,VCB,56227.984,56790.266,56059.3,56227.984,686645,293700,255500,38840780000,52026730000,-13185950000,906916,0.757120836
6/28/2023,VCB,56227.984,57465,56115.53,56846.492,822207,515200,259300,29149774000,29929220000,-779446000,928990.8,0.885053975
6/29/2023,VCB,57240.09,57914.824,56846.492,57296.316,642122,401200,218700,32072362000,31109598000,962764000,928760.6,0.691375151
6/30/2023,VCB,56846.492,57240.09,56227.984,56227.984,557300,187200,272800,24545208000,19760350000,4784858000,919672.35,0.605976683
7/3/2023,VCB,56227.984,56677.81,56115.53,56227.984,490833,255700,214700,32325260000,31223220000,1102040000,879215.8,0.558262261
7/4/2023,VCB,56621.582,57296.316,56171.758,56227.984,683429,307100,293700,40432650000,45062720000,-4630070000,875323.95,0.78077265
7/5/2023,VCB,56790.266,57633.684,56396.668,57352.547,954822,432900,384400,1.18174E+11,1.71962E+11,-53787760000,885525.2,1.078255029
7/6/2023,VCB,57408.773,57465,56509.125,56621.582,1021691,466900,511800,50292320000,1.31383E+11,-81090190000,869552.7,1.174961564
7/7/2023,VCB,56509.125,59039.387,56452.9,59039.387,1066312,659300,297000,1.83739E+11,37634400000,1.46104E+11,881784.45,1.209266051
7/10/2023,VCB,58983.156,58983.156,57521.23,57746.14,916503,339200,514900,79270710000,50431500000,28839210000,905772.3,1.011847017
7/11/2023,VCB,57240.09,59039.387,57240.09,57914.824,888492,479800,363900,1.12092E+11,2.00094E+11,-88002220000,908192.05,0.978308498
7/12/2023,VCB,57746.14,58758.246,57746.14,58477.105,743776,371400,312800,34367600000,40790410000,-6422810000,903252.05,0.82344236
7/13/2023,VCB,59039.387,59039.387,58308.42,58983.156,929375,354500,426900,1.10699E+11,57587150000,53111620000,904048.9,1.028014082
7/14/2023,VCB,58983.156,59039.387,58477.105,59039.387,798828,380700,358700,59279540000,84151580000,-24872040000,877293,0.910560098
7/17/2023,VCB,59039.387,59039.387,58589.562,58926.93,792928,57700,66100,1.03353E+11,59506832700,43846636000,859873.65,0.922144783
7/18/2023,VCB,58983.156,59039.387,58645.79,58645.79,590877,273500,284500,59193450000,46822733800,12370717000,800280.05,0.738337786
7/19/2023,VCB,58814.473,60220.17,58814.473,59882.805,927729,666000,238500,97170240000,2.16929E+11,-1.19759E+11,787255.15,1.178434971
7/20/2023,VCB,59320.523,59826.58,58252.19,59039.387,772446,487400,224000,36540210000,61400000000,-24859790000,790016.45,0.977759387
7/21/2023,VCB,59039.387,59039.387,58477.105,59039.387,664121,189900,363300,1.32876E+11,20398504600,1.12478E+11,787908.2,0.842891342
7/24/2023,VCB,59095.613,59264.297,58758.246,58814.473,809968,317200,399400,10664643000,44011566400,-33346922000,788020.2,1.027851824
7/25/2023,VCB,60033.188,61427.76,59966.777,60896.496,2376800,1297500,1003700,1.23922E+11,1.46824E+11,-22901944000,872527.95,2
7/26/2023,VCB,61029.312,62025.438,61029.312,62025.438,1149142,566000,494600,1.23949E+11,1.16878E+11,7070820000,888874.7,1.292805386
7/27/2023,VCB,62224.664,62224.664,61427.76,61560.58,959168,441400,490800,52552778000,38387548100,14165229000,904727,1.060173953
7/28/2023,VCB,61560.58,61759.805,60962.902,61759.805,1118204,442200,330300,49980330000,66448440000,-16468110000,932772.2,1.198796448
7/31/2023,VCB,61759.805,61892.62,60830.086,60830.086,1469179,659200,501400,41879510000,90865590000,-48986080000,981689.5,1.496582168
8/1/2023,VCB,60830.086,61626.99,60564.453,60564.453,1282915,533800,521600,42990000000,90328130000,-47338130000,1011663.8,1.268123857
8/2/2023,VCB,60564.453,60763.68,60431.637,60763.68,1056442,370500,494800,53435980000,51008270000,2427710000,1016744.8,1.039043426
8/3/2023,VCB,60763.68,60763.68,60099.594,60166.004,838992,343500,468200,19244710000,45386580000,-26141870000,1007609.85,0.832655616
8/4/2023,VCB,60232.41,60498.047,59833.96,59833.96,1232691,345600,397400,27121777000,50556840000,-23435063000,1015928.8,1.213363574
8/7/2023,VCB,59833.96,60298.82,59767.555,60298.82,1112919,445100,481600,31315340000,54856040000,-23540700000,1025749.6,1.084981169
8/8/2023,VCB,60298.82,60564.453,59833.96,60232.41,825329,298400,404000,11822890000,31385806400,-19562916000,1022591.45,0.807095541
8/9/2023,VCB,60232.41,60365.227,59833.96,59900.37,592910,294200,260800,3498301000,25241594600,-21743294000,1015048.15,0.584120074
8/10/2023,VCB,60099.594,60099.594,58771.426,58771.426,1339101,1008600,703200,10809830000,60434824000,-49624994000,1035534.45,1.293149639
8/11/2023,VCB,58771.426,60033.188,58771.426,60033.188,922105,349000,324000,35317920000,31059500000,4258420000,1041698.3,0.885193918
8/14/2023,VCB,59966.777,59966.777,59103.47,59103.47,1472862,420500,889900,37320200000,1.0784E+11,-70519910000,1075695,1.36921897
8/15/2023,VCB,59767.555,59767.555,58771.426,59037.06,1149381,530000,599700,38514150000,75017158800,-36503007000,1103620.2,1.041464265
8/16/2023,VCB,58970.652,59369.1,58904.242,59236.285,728443,342500,274000,28581330000,41283020000,-12701690000,1093655.9,0.666062333
8/17/2023,VCB,59236.285,59634.734,58837.836,59369.1,2145945,1042500,980100,1.16839E+11,1.251E+11,-8261029000,1162330.85,1.846242832
8/18/2023,VCB,59634.734,59966.777,59103.47,59435.51,2432095,984400,1146400,1.43903E+11,72720216300,71182470000,1250729.55,1.944541088
8/21/2023,VCB,59568.33,59900.37,59236.285,59634.734,1711594,882400,716500,1.04755E+11,82685350000,22069280000,1295810.85,1.320867162
8/22/2023,VCB,59435.51,59568.33,58306.566,58705.02,1826735,684100,1005800,63250026000,1.08785E+11,-45535035000,1268307.6,1.440293348
8/23/2023,VCB,59037.06,59037.06,57177.625,57310.44,1756869,517500,1086500,40958345000,89815670100,-48857320000,1298693.95,1.352796785
8/24/2023,VCB,57310.44,58572.203,57111.22,57775.3,904090,404800,440700,23015660000,38749771400,-15734111000,1295940.05,0.69763258
8/25/2023,VCB,57244.035,57775.3,57111.22,57244.035,1406166,473700,827600,39372407000,75222050300,-35849640000,1310338.15,1.073132153
8/28/2023,VCB,57376.85,58107.344,57244.035,57775.3,1379391,564400,664600,70380560000,73754341000,-3373777000,1305848.75,1.056317587
8/29/2023,VCB,57775.3,58771.426,57708.895,58705.02,1393114,665600,656900,69370760000,54467401400,14903357000,1311358.7,1.062343964
8/30/2023,VCB,58771.426,59435.51,58771.426,59169.88,1351406,656100,619300,69389220000,32234740000,37154484000,1326106.9,1.019077723
8/31/2023,VCB,59169.88,59501.918,58638.61,59169.88,1532410,554000,596200,1.76053E+11,1.43819E+11,32234394000,1360777.8,1.126128013
9/1/2023,VCB,59169.88,59501.918,58638.61,59169.88,1532410,554000,596200,1.76053E+11,,32234394000,1375763.75,1.113861301
9/4/2023,VCB,59169.88,59501.918,58638.61,59169.88,1532410,554000,596200,87849796000,,-3782057700,1396738.3,1.09713466
9/5/2023,VCB,59169.88,60232.41,59169.88,59833.96,1943937,1101500,715400,80434045000,1.0805E+11,-27615476000,1452668.7,1.338183304
9/6/2023,VCB,59900.37,59900.37,59568.33,59900.37,2019306,941600,953600,87849796000,1.24529E+11,-36679700000,1523988.5,1.325013935
9/7/2023,VCB,59767.555,60298.82,59435.51,59435.51,1767025,667500,968800,92699110000,96481164300,-3782057700,1545384.7,1.143420794
9/8/2023,VCB,59435.51,59435.51,59169.88,59435.51,1342875,536600,748600,77215250000,47922170000,29293079000,1566423.2,0.857287481
9/11/2023,VCB,59501.918,59767.555,58439.387,58771.426,1651179,446600,1071800,1.40878E+11,87639680000,53237993000,1575339.05,1.048141986
9/12/2023,VCB,59103.47,59767.555,59037.06,59701.145,1573590,950600,554600,1.03249E+11,42940011600,60308836000,1596549.5,0.9856193
9/13/2023,VCB,59767.555,59767.555,59037.06,59169.88,1583591,631700,781500,90232980000,89542240000,690739500,1639306.9,0.966012526
9/14/2023,VCB,59103.47,59435.51,58505.793,59169.88,1513444,526500,826600,77245380000,68827310000,8418076000,1607681.85,0.941382774
9/15/2023,VCB,59037.06,59634.734,58837.836,59634.734,2148841,299300,451400,1.51457E+11,1.22177E+11,29280530000,1593519.15,1.348487717
9/18/2023,VCB,59435.51,59568.33,58638.61,58970.652,721550,259000,435300,29608204000,23248948300,6359256600,1544016.95,0.467319999
9/19/2023,VCB,58970.652,59236.285,57111.22,58505.793,1121369,365700,688300,36988800000,45049862200,-8061062000,1508748.65,0.74324441
9/20/2023,VCB,58505.793,58705.02,57376.85,58439.387,789315,276900,431000,54635380000,44917925000,9717455000,1460370.95,0.540489387
9/21/2023,VCB,58439.387,58439.387,57642.484,57775.3,1070108,429600,552800,54027305000,66011974300,-11984668000,1468671.85,0.728622939
9/22/2023,VCB,57376.85,59435.51,57111.22,59302.695,2412619,1202600,1044100,1.46563E+11,96535726200,50027237000,1518994.5,1.588300023
9/25/2023,VCB,59103.47,59435.51,58638.61,59302.695,2212485,1186000,927700,1.28993E+11,69425871000,59566890000,1560649.2,1.417669647
9/26/2023,VCB,59236.285,59369.1,57708.895,57775.3,1666399,703100,831400,86476280000,56626625800,29849655000,1574313.45,1.058492513
9/27/2023,VCB,58173.75,59103.47,57775.3,58306.566,1207226,545000,569700,52530590000,58328375600,-5797785600,1567104.45,0.770354522
9/28/2023,VCB,57908.117,58638.61,57509.668,58439.387,1066237,545500,476100,62984450000,35300322700,27684127000,1543795.8,0.690659348
9/29/2023,VCB,58638.61,58638.61,57841.71,58107.344,450190,151400,206900,21346450000,19475777600,1870672400,1489684.8,0.302204869
10/2/2023,VCB,57841.71,57908.117,57443.258,57443.258,767433,219400,492600,21621600000,30485210600,-8863611000,1451435.95,0.528740521
10/3/2023,VCB,57443.258,57576.074,56978.4,57310.44,884115,318300,511400,28569936000,36989866500,-8419930600,1398444.85,0.63221299
10/4/2023,VCB,57310.44,57310.44,56646.36,57310.44,925262,319600,497300,40029830000,49135483800,-9105654000,1343742.65,0.688570836
10/5/2023,VCB,57111.22,57111.22,56115.09,56115.09,891392,243600,569000,29289339000,42506570900,-13217232000,1299961,0.685706725
10/6/2023,VCB,56115.09,56712.766,55451.008,56712.766,802652,465300,255700,34562070000,34055470000,506600000,1272949.85,0.630544872
10/9/2023,VCB,56712.766,56712.766,55783.05,56181.5,1097445,371300,449000,43175090000,65143520100,-21968431000,1245263.15,0.881295652
10/10/2023,VCB,56181.5,57244.035,56181.5,57177.625,735970,388600,297100,31452430000,20381049200,11071380000,1203382.15,0.611584608
10/11/2023,VCB,57244.035,57443.258,56911.992,57443.258,720549,385600,300600,40222240000,13669198800,26553040000,1160230.05,0.621039767
10/12/2023,VCB,57708.895,57708.895,56779.176,57111.22,715133,255000,447300,42926174000,52824508500,-9898334000,1120314.5,0.638332361
10/13/2023,VCB,57111.22,57509.668,56779.176,57509.668,663930,231600,368100,47208130000,25129820000,22078310000,1046068.95,0.634690476
